"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","6101","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","6831","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","7732","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","7768","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","8757","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","7348","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Tools and equipment for house and garden [C154]","Dollars","81","millions","6","v61988977","1.1.1.20","7457","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","26671","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","21955","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","25013","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","25316","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","26070","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","25249","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other goods and services related to the dwelling and property [C155]","Dollars","81","millions","6","v61988978","1.1.1.21","26205","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","49083","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","38301","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","46147","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","48984","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","49217","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","48995","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Health [C16]","Dollars","81","millions","6","v61988979","1.1.1.22","49760","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","28150","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","25377","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","28729","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","30452","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","29891","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","28844","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Medical products, appliances and equipment [C161]","Dollars","81","millions","6","v61988980","1.1.1.23","29368","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","18600","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","11876","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","16012","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","17144","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","17772","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","18368","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Out-patient services [C162]","Dollars","81","millions","6","v61988981","1.1.1.24","18624","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","2736","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","1956","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","2164","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","2184","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","2212","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","2248","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Hospital services [C163]","Dollars","81","millions","6","v61988982","1.1.1.25","2256","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","161218","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","110696","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","155427","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","153656","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","150733","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","151005","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport [C17]","Dollars","81","millions","6","v61988983","1.1.1.26","155665","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","61239","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","46793","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","72314","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","70877","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","70512","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","67829","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Purchase of vehicles [C171]","Dollars","81","millions","6","v61988984","1.1.1.27","66395","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","78218","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","60598","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","75833","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","74906","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","72694","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","75862","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Operation of transport equipment [C172]","Dollars","81","millions","6","v61988985","1.1.1.28","79395","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","22303","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","4596","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","6998","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","7632","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","7130","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","7411","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Transport services [C173]","Dollars","81","millions","6","v61988986","1.1.1.29","10394","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","34644","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","34952","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","35639","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","35950","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","36394","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","36735","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C18]","Dollars","81","millions","6","v61988987","1.1.1.30","36896","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","34644","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","34952","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","35639","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","35950","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","36394","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","36735","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Communications [C181]","Dollars","81","millions","6","v61988988","1.1.1.31","36896","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","92578","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","77826","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","92083","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","92862","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","94700","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","93399","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreation and culture [C19]","Dollars","81","millions","6","v61988989","1.1.1.32","98541","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","19434","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","21241","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","22662","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","22265","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","23303","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","22564","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Audio-visual, photographic and information processing equipment [C191]","Dollars","81","millions","6","v61988990","1.1.1.33","22150","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","7015","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","7260","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","9673","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","9650","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","9903","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","9680","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other major durables for recreation and culture [C192]","Dollars","81","millions","6","v61988991","1.1.1.34","8921","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","26150","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","27006","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","30326","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","31548","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","34583","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","33110","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Other recreational items and equipment, garden products and pets [C193]","Dollars","81","millions","6","v61988992","1.1.1.35","32093","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","35811","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","20574","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","26616","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","26607","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","24464","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","25860","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Recreational and cultural services [C194]","Dollars","81","millions","6","v61988993","1.1.1.36","32619","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5683","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5183","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5813","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5691","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5841","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5296","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Newspapers, books and stationery [C195]","Dollars","81","millions","6","v61988994","1.1.1.37","5145","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","19505","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","18562","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","18636","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","18119","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","18000","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","18240","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C21]","Dollars","81","millions","6","v61988995","1.1.1.38","18532","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","19505","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","18562","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","18636","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","18119","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","18000","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","18240","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Education [C211]","Dollars","81","millions","6","v61988996","1.1.1.39","18532","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Food, beverage and accommodation services [C22]","Dollars","81","millions","6","v61988997","1.1.1.40","68952","","","","0"
